country,description,designation,points,price,province,region_1,region_2,variety,winery
US,"A superb wine to taste if you want to understand why Iron Horse Chardonnays are so good. With no oak, it stars pure pineapple, orange, green apple, lime and tropical fruit flavors, brightened with crisp acidity. Just delicious.",Unoaked,90,26,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"Formidable acidity gives this lovely wine a freshness around complementary layers of rose petal and strawberry-pomegranate. Made from a blend of two Chardonnay clones, it adds additional notes of tangerine and lemon-lime on the lengthy, complex finish.",National Geographic Ocean Reserve Blanc de Blancs,93,50,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
US,"A majority of Pinot Noir in this blend doesn't overshadow the Chardonnay's sentiments of baked apple, hazelnut and crème brûlée. Warm and savory, the mousse is also dry, crisp and buoyant, balanced and elegant in the end, making for a complete wine with a lengthy finish.",Classic Vintage Brut,92,42,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
US,"This vineyard has proved itself for so many years that it's practically a guarantee of greatness. This 2008 is a real stunner. It's so rich and exotic, so balanced and dry, so clean. Dazzles with pear, pineapple, lychee, roasted hazelnut, crème brûlée, buttered toast, honey and spice flavors, wrapped into a creamy smooth mouthfeel. Brilliant and compelling. Drink now.",Dutton Ranch Rued Vineyard,96,45,California,Green Valley,Sonoma,Chardonnay,Dutton-Goldfield
US,"First made for the historic summits between Reagan and Gorbachev in 1985, this blend of 69% Pinot Noir and 31% Chardonnay marks the 30th anniversary of that event. Made in a Brut style, it's nonetheless among the winery's most richly opulent concoctions. Lemon bar and vanilla form around a medium build with notes of nutmeg and baked apple, finishing in an intensity of lemon zest.",Russian Cuvée,91,42,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
US,"This is the driest of Iron Horse's new releases, but it still has a honeyed richness even though the residual sugar is a comparatively low half a percent. It feels refined, fancy and elegant, with delicious raspberry, lime and toast flavors. The blend is 75% Pinot Noir and 25% Chardonnay.",Ultra Brut,93,50,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
US,"This is one of the sweetest of the winery's crop of bubblies, made as usual with a notable touch of honey, although it's still fundamentally dry. Shows luscious flavors of raspberry, lime, tart apple and brioche, leading to a long, richly spicy finish.",Russian Cuvée,89,33,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
US,"A great followup to the '08, which was one of the best Gewürztraminers of the vintage. The '09 is even better, with a crisp, minerally mouthfeel, and superrich flavors of tropical fruits, spices and honeysuckle flowers. No oak, no malolactic and just a slight touch of sweetness on the finish.",Dutton Ranch Green Valley Vineyard,92,25,California,Green Valley,Sonoma,Gewürztraminer,Dutton-Goldfield
US,"Although the vineyard is source to some very great bottlings by others, this one has a sharpness throughout that detracts. The green mint taste suggests unripe tannins to the red cherries and pomegranates. Unlikely to age, so drink now.",,86,42,California,Green Valley,Sonoma,Pinot Noir,Keefer Ranch
US,"Notable for its firm minerality and acidity and distinguished mouthfeel. Could be a little richer, but offers intricate raspberry, sour cherry candy, blueberry, cola and sandalwood flavors. Might blossom over the next few years. Drink now–2013.",Dutton Ranch Sanchietti Vineyard,92,58,California,Green Valley,Sonoma,Pinot Noir,Dutton-Goldfield
US,"Made from 70% Pinot Noir and 30% Chardonnay, then aged three years, this wine offers a copper-pink color followed by dry, firm acidity and highlights of cherry, cassis and grapefruit zest. A gentle nudge of nutmeg closes in on the finish, giving the wine a salty air and complex ending.",Wedding Cuvée,91,44,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
US,"The 2005 vintage was a very great one for Iron Horse. This 100% Chardonnay reflects the perfect growing conditions. It's dry and especially elegant, with rich brioche, lime and green apple flavors, and a firm minerality in the finish. Drink now.",Blanc de Blancs,91,40,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"This is a very rich Chardonnay. It has complex, lush flavors of pineapples, lemons, limes, oranges and the smoky vanilla notes from 100% new oak. High acidity fortunately provides crisp balance. Almost too much of a good thing, it calls for equally rich fare, such as lobster or Ahi tuna tartare.",Native Yeast,92,46,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"Lots of crisp, citrusy acidity in this wine, which brightens the pineapple, orange, lemon and lime flavors. Meanwhile, 100% new oak adds a rich coating of smoky, buttered toast. The wine is dramatic, rather than subtle, and is at its best now.",Rued Clone,91,46,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"There's no oak on this Chardonnay, but it's so rich, you don't even notice. It's all pure, ripe pineapple, orange and lime fruit, accompanied by tart, clean Green Valley acidity. Tremendously versatile with food.",UnOaked,90,26,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"A very good Chardonnay, fancy and elegant, although it's a little sharp in the mouth, and lacks a certain hedonistic appeal, especially at this price. Shows dry, oak-inspired flavors of pineapples, green apples and pears, with a firm minerality.",Corral Vineyard,90,46,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"Very forward in fruit, offering a powerful wave of pineapples, oranges, lemons, limes and peaches. Fortunately, all this richness is dry, and brightened with crisp, tart acidity. Suggests a rich lobster or shrimp risotto.",Estate,90,27,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"Awesome. A superior California Syrah, one of the finest of the vintage. Although it's dry, it's massive in blackberry and blueberry pie filling fruit, with interesting complexities of smoked meats, black pepper, minerals from the earth, cola and sandalwood. Just delicious now, and should hold in the bottle over the next six years.",Kobler Family Vineyard,94,45,California,Green Valley,Sonoma,Syrah,Pax
US,"An extraordinarily beautiful Pinot Noir, dry, silky and just captivating. With profoundly ripe cherry berry and mulberry fruit, it shows earthy complexities, spices and flowers, and the oak overlay is just about perfect. A gorgeous wine that should age for six years.",Dutton Ranch - Emerald Ranch Vineyard,94,58,California,Green Valley,Sonoma,Pinot Noir,Dutton-Goldfield
US,"One of the winery's sweeter wines, this Pinot Noir-based bubbly has jammy raspberry, strawberry and vanilla flavors. Ultra-crisp acidity provides needed balance. It's a little heavy, but will appeal to those who want some sugar in their sparkling wine.",Russian Cuveé,87,33,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
US,"A good brut-style wine, a little sweet in the dosage, but with sound acidity. The bubbles are scoury. The blend is 75% Pinot Noir and 25% Chardonnay.",Classic Vintage Brut,86,33,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
US,"Not showing all that well now, with cola, currant, plum and oak flavors that are a little jammy and direct, and marked by dry tannins. It's a good, well-structured wine, though, and could just be going through an awkward phase.",Estate,87,50,California,Green Valley,Sonoma,Pinot Noir,Iron Horse
US,"Made with a higher dosage, or sweetness level, than Iron Horse's other bubblies, the '03 Russian Cuvée is seriously delicious. It has honeyed lime, raspberry and smoky, baked bread dough flavors, with a tangy taste of green apple peel.",Russian Cuvée,90,33,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
US,"Lots of crisp, crunchy acidity in this Chardonnay, with distinct flavors of pineapples. Oak adds vanilla and buttered toast. Rich and elaborate, although lacking complexity. Drink now.",Dutton Ranch,89,35,California,Green Valley,Sonoma,Chardonnay,Dutton-Goldfield
US,"Iron Horse's '03 Classic Vintage Brut is very high in acidity, giving it a scoury, sharp bite that cuts into the palate. It's also very dry, making for a certain austerity. Flavorwise, you'll find suggestions of mashed peach, apricot, raspberry, mineral and brioche.",Classic Vintage Brut,87,33,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
US,"Drink this pretty Pinot now for its freshness. With crisp acidity, it's rich, almost sweet, in spicy raspberry and cherry pie filling flavors. Nice restaurant wine, as it's versatile and appealing.",,88,45,California,Green Valley,Sonoma,Pinot Noir,De Loach
US,"Soft and melted in the mouth, sweet in oak, and as as sugary as a raspberry tart, this Pinot is delicious. But it lacks structure and complexity. Seems designed to dazzle, rather than offer substance.",Swicegood Vineyard,87,45,California,Green Valley,Sonoma,Pinot Noir,De Loach
US,"A captivating Chard that shows impeccable balance, and the price is very good for this level of quality. The fruit is brilliantly ripe in green apple, kiwi, Asian pear and lime flavors, with a deft touch of smoky oak. A firm minerality undergirds the structure.",,92,25,California,Green Valley,Sonoma,Chardonnay,Orogeny
US,"The winemaker aged this wine for 20 months in 100% new French oak, resulting in an oak-dominated product that bears notes of buttered toast, butterscotch and caramel. Green apple and pear flavors can be found, but they're basically swamped.",,84,45,California,Green Valley,Sonoma,Chardonnay,Super Sonoman
US,"This distinctive Pinot Noir's source is a tiny vineyard in cool Green Valley; the winegrower is James MacPhail, whose own MacPhail Pinot Noirs are so good. The wine itself is totally dry and silky and firm in acidity, yet soft in fine tannins. You might call it noble. It's eruptive in cherries, sweet smoky bacon, raspberry granola and oaky sandalwood. Gorgeous, seductive and brilliant, a truly great Pinot Noir that's impeccable now.",Sundawg Ridge Vineyard,97,50,California,Green Valley,Sonoma,Pinot Noir,Sequana
US,"Green Valley is the coolest part of Russian River Valley and the wine shows the wind and fog in its crisp acidity and minty quality. But there's a wealth of roasted cherries, along with rich smoky cedar, and the mouthfeel is silky and refined. Should develop over the next six years.",Dutton Ranch,92,40,California,Green Valley,Sonoma,Pinot Noir,Sequana
US,"Showing the beautiful silkiness and delicacy that great Pinot should have, this one also combines immense power. The end result is an important wine of ageworthy proportions. Drinking it now rewards for the wealth of cherry, raspberry, cola, cinnamon spice and oak flavors that are so delicious. But the wine has a fine balance that will allow it to age gracefully for at least six years.",Hailey's Block,93,55,California,Green Valley,Sonoma,Pinot Noir,Hartford Court
US,"Shows lots of lusciousness, with rich raspberry, cherry and cola flavors spiced up with cinnamon, anise and nutmeg. The body is silky, just the way Pinot Noir should be. Probably at its best now and for a year or two.",Stephanie's Vineyard,87,30,California,Green Valley,Sonoma,Pinot Noir,River Road
US,"Right up there with the wonderful '05, Iron Horse's '06 shows the brisk acids and long hangtime flavors the wine is known for. The cherry, currant, licorice, root beer and Provençal herb flavors are rich and savory, leading to a complex finish.",Estate,92,40,California,Green Valley,Sonoma,Pinot Noir,Iron Horse
US,"Iron Horse's estate Chard is a remarkably consistent wine. Never overoaked, superripe or heavy, it always has an elegant minerality. The '06, from a coolish vintage, is flavored with green apples, Meyer lemons and Bosc pears.",Estate,91,28,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"Although the wine is labeled a Vineyard Designate, it's a blend of multiple vineyards. Dry, fairly full-bodied and tannic, it has complex cherry, currant, licorice and sandalwood flavors. Drinkable now, it will benefit by waiting until 2017 in the cellar.",Vineyard Designate,88,45,California,Green Valley,Sonoma,Pinot Noir,De Loach
US,"Like Iron Horse's other '05 Chards, this is a hard, minerally wine. The color is green-tinged, the aroma like lime juice drizzled onto a steel-bladed knife. With lime-grapefruit flavors and high acidity, it's an elegantly-structured wine that may surprise with development over the years.",Corral Vineyard,92,38,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"Offers a tremendous burst of ripe green apples, bosc pears and Meyer lemons, brightened with the crisp acidity of cool Green Valley. Also, tinges of vanilla and cream, despite being unoaked.",UnOaked,89,26,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"Ultrarich and forward in fruit, and what's wrong with that? Floods the palate with pie filling flavors of cherries and raspberries, with a rich coating of oak that adds vanilla, buttered toast and caramel. The richness is balanced with crisp acidity.",Dutton Ranch,91,40,California,Green Valley,Sonoma,Pinot Noir,Sequana
US,"A little sharp in acidity and jammy, with cherry, wintergreen and cola flavors. Nice and dry, with a rich coat of sweet smoky oak, but that sharpness persists through the finish.",,87,40,California,Green Valley,Sonoma,Pinot Noir,Orogeny
US,"Shows the tangy minerality this cool appellation is known for. The pear, green apple, lime and kiwi fruit has a cold metal, almost chalky edge that lends this wine a Chablisian complexity. Bone dry and elegant, it should develop over the next five years.",Estate,90,27,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"If you smelled this blind you might think it was Sauvignon Blanc. But swirl it, let it breathe, and the rosehip tea comes along. In the mouth, the wine is crisp  with tea, cherry skin and root beer flavors.",Rosé de Pinot Noir,86,15,California,Green Valley,Sonoma,Pinot Noir,Iron Horse
US,"The vintage is looking to be pretty tough in the cooler parts of Sonoma due to the chill and dampness, but it benefits this dry blush wine made from Pinot Noir. It's very dry and firm in acidity, with green tea-accented raspberry and cherry flavors that finish with elegance and flair.",Rosé de,87,16,California,Green Valley,Sonoma,Pinot Noir,Iron Horse
US,"This is Iron Horse's first foray into native yeast winemaking, and the wine does have a yeasty, leesy quality, in addition to the usual dryness and minerality. In fact, this Chard is a little austere. Try giving it some years in the cellar.",Native Yeast,87,38,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"Intriguing Asian spice, peanut brittle, pineapple and butter cream aromas comprise the bouquet of this round, well-integrated wine from Sonoma County's tiny Green Valley appellation. Everything flows smoothly into the lingering pineapple, butterscotch, pear and apple flavors in the finish. Top Value.",Cuvée Joy,90,30,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"It's hard to understand how they got this massively ripe fruit from grapes with only 13 percent alcohol. Theories abound. It tastes late-picked, almost porty, with currant, coffee and chocolate flavors, and is full-bodied and dry.",,84,30,California,Green Valley,Sonoma,Pinot Noir,Guerrero Fernandez
US,"With a touch of raisins and some heat in the finish, this is a pretty ripe Zinfandel. It's not for the faint-hearted. But it's classic California Zin, offering huge blackberry, cola, mocha and black pepper flavors that go on and on into a long finish. Demands rich fare, especially spicy, saucy barbecue.",Von Weidlich Vineyard,90,32,California,Green Valley,Sonoma,Zinfandel,De Loach
US,"Thick and dense in the mouth, with candied flavors of chocolate-covered cherries and new oak, this is a delicious wine that could be a little drier and more structured. The acidity is low, making the wine feel soft and melted.",Keefer Ranch Vineyard,86,48,California,Green Valley,Sonoma,Pinot Noir,Loring Wine Company
US,"No doubt about it, this is a big, lusty Pinot Noir. From a low-production parcel of the estate, it routinely produces immensely concentrated wines. The winemaker's challenge is to give balance and harmony to grapes of this heft, and here, Iron Horse has it figured out. Dry and enormously ripe in cherries, black raspberries, cocoa and cola, it's good now with lamb chops, grilled steaks and similar upscale fare, and should soften and improve for five years.",Thomas Road,95,70,California,Green Valley,Sonoma,Pinot Noir,Iron Horse
US,"This is a really good Pinot, dry and rich, and it shows the balance of power and racy delicacy that Green Valley Pinots, and particularly Iron Horse's, are known for. The cola, cherryskin, rhubarb and pomegranate flavors are quite complex, especially when they create all sorts of waves as they hit the oak.",Estate,92,35,California,Green Valley,Sonoma,Pinot Noir,Iron Horse
US,"This is from a block of younger vines made from Dijon clones within the larger Arrendell Vineyard. The wine is quite full-bodied and robust, almost rustic, which is mainly due to the powerful, young tannins. With explosive berry, currant and mocha flavors, this powerful wine should hit its stride in mid-2010.",Hailey's Block,95,60,California,Green Valley,Sonoma,Pinot Noir,Hartford Court
US,"Absolutely dry and brilliantly crisp, this clean, vibrant bubbly is rich and subtle in raspberry, lime, brioche and smoky vanilla flavors, with a spicy, lingering finish. Defines the Iron Horse style of elegance and class. Made from 68% Pinot Noir and 32% Chardonnay.",Ultra Brut,94,50,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
US,"A bit tough and gritty now, with a chewy texture, like bacon or beef jerky. That's in addition to the cherry, cola, anise and sandalwood flavors. Give this wine a good decant before serving.",Reserve Bottling,89,52,California,Green Valley,Sonoma,Pinot Noir,Hawley
US,"With this wine Iron Horse takes a giant step toward great Chablis. By that I mean the intense dryness and zesty acidity, and the tangy grip of iron and wet stone that undergirds the Meyer lemon, pineapple zest, honeysuckle, apricot, cinnamon spice and new oak flavors. This Chard is all about structural integrity. It should have a useful life of at least six years, gaining momentum and nuance.",Rued Clone,94,35,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"Iron Horse joins the unoaked Chard bandwagon with this dry, complex wine. Their estate grapes are so good, the wine doesn't even need all that wood. It's elaborately tailored in pineapple, mango, ripe white peach and spicebox flavors. The vanilla and smoke, which have got to come from the grapes, add extra deliciousness.",UnOaked,91,25,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"From this little RRV sub-region, this is a superdrinkable Chard with lots of interesting characteristics. It has a soft-sharp feeling, a buttery crispness, and the flavors, while on the modest side, are rewarding in tropical fruits and apricots. Finishes dry and complex.",,88,25,California,Green Valley,Sonoma,Chardonnay,Orogeny
US,"Shows the clear, fine color, silky mouthfeel and crisp acidity that characterize a fine, cool-climate Pinot Noir, but I wish the fruit were a little more concentrated. It's fine in cola, red cherry, pomegranate and rhubarb, but the middle is thin and the finish is quick. Drink now.",Fox Den Vineyard,86,50,California,Green Valley,Sonoma,Pinot Noir,Orogeny
US,"Good everyday Pinot, showing the racy acidity and silk-and-taffeta mouthfeel of the appellation and vintage. Bone dry and a little thin in cherry fruit, its tartness calls for food. Ahi tuna tartare will be nice.",,85,35,California,Green Valley,Sonoma,Pinot Noir,Orogeny
US,"Just delicious, showing the promise of the 2010 vintage. The wine is ripe and intense in red cherry, cranberry and spice flavors, with a rich jacket of smoky oak. Feels like pure silk, while notable alcohol provides a boost of warmth for a chilly evening.",Dutton Ranch,92,45,California,Green Valley,Sonoma,Pinot Noir,Sequana
US,"This is technically dry, but rich in sweet flavor—like a gingerbread cookie. There's also a lot of tangerine and pear fruit. The acidity is just fine, giving the richness a bracing quality. Try pairing this with a lightly sugared fruit tart, although it should also go with a vast range of foods, especially Asian fare.",Dutton Ranch-Green Valley Vineyard,90,30,California,Green Valley,Sonoma,Gewürztraminer,Dutton-Goldfield
US,"Pleasant and tasty, this has the raspberry, lime, dough and smoke flavors typical of a fine California sparkling wine. It's a little scoury, especially by the standards of Iron Horse, with a sand­papery roughness to its bubbles. Drink it now, well chilled.",Classic Vintage Brut,86,38,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
US,"Rich, tannic and spicy, a classic Sonoma Zinfandel with enough elegance to pair with upscale food. It's a little hot in alcohol and overripe, but wears it proudly, celebrating its Zinny personality with a sweet flourish. That's characterisic of the vineyard, which is on a warm ridge within this cool appellation.",Von Weidlich Vineyard,90,34,California,Green Valley,Sonoma,Zinfandel,De Loach
US,"Made in the popular style, with loads of sweet, smoky oak that dominate everything. Shows buttered toast and vanilla flavors plastered over the perfectly pleasant pineapples, lemons and minerals.",Keefer Ranch,87,22,California,Green Valley,Sonoma,Chardonnay,Novy
US,"This has flavors of cherry and blackberry jam, cola and spice. It's crisp in acidity and dry, as Pinot should be. This is direct and polished; it's not likely to get better with age, so drink now.",Devoto Garden Vineyard,87,27,California,Green Valley,Sonoma,Pinot Noir,Wait Cellars
US,"One of the winery's sweeter wines, this Pinot Noir-based bubbly has jammy raspberry, strawberry and vanilla flavors. Ultra-crisp acidity provides needed balance. It's a little heavy, but will appeal to those who want some sugar in their sparkling wine.",Russian Cuveé,87,33,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
US,"A good brut-style wine, a little sweet in the dosage, but with sound acidity. The bubbles are scoury. The blend is 75% Pinot Noir and 25% Chardonnay.",Classic Vintage Brut,86,33,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
US,"A very rich, flamboyant Chardonnay, marked by ripe pineapple, orange and tropical fruit flavors, with buttery, oaky influences. There's a firm minerality underneath, while racy acidity adds balance.",Corral Vineyard,92,48,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"A rich, crisp Chardonnay whose acidity provides welcome balance to the elaborate flavors. They include pineapples, tropical fruits and spices. The creamy texture lends a comforting warmth. Now–2013.",Rued Clone,92,48,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"With appealing pineapple, orange, pear and green apple flavors enhanced with the vanilla and buttered toast of oak, this is a delicious Chardonnay. Its bright acidity makes it clean and mouthwatering. It's as good as the winery's more expensive Chards, making it a relative bargain. Production was 4,200 cases.",Estate,92,27,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"With zesty acidity, this is a bright, lively Chardonnay. It's very rich, offering waves of orange, green apple, pear and tropical fruit flavors, made firm with minerals. Drink this flashy Chardonnay over the next three years.",Native Yeast,92,48,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"A block selection from the estate, this is an intense, flattering Chardonnay. It has aromas and flavors of oranges, green apples, limes, kiwi fruit, buttered toast and spices, with a firm minerality. Brisk acidity brings welcome balance to the richness.",M,91,48,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"Very rich and oaky, with ripe pineapple, orange, pear, lime, buttered toast and vanilla custard flavors. Bright acidity makes the finish clean and zesty. Don't drink it too cold.",Heritage Clone,91,48,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"A superb wine to taste if you want to understand why Iron Horse Chardonnays are so good. With no oak, it stars pure pineapple, orange, green apple, lime and tropical fruit flavors, brightened with crisp acidity. Just delicious.",Unoaked,90,26,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"With a touch of raisins and some heat in the finish, this is a pretty ripe Zinfandel. It's not for the faint-hearted. But it's classic California Zin, offering huge blackberry, cola, mocha and black pepper flavors that go on and on into a long finish. Demands rich fare, especially spicy, saucy barbecue.",Von Weidlich Vineyard,90,32,California,Green Valley,Sonoma,Zinfandel,De Loach
US,"There's not much Sauvignon Blanc grown in this cool region of the Russian River Valley, which makes this bottling a curiosity. It has excellent acidity and is flavorful in Meyer lemon, lime, vanilla and honeysuckle flower flavors, but is a little too sweet to earn a higher score.",,86,28,California,Green Valley,Sonoma,Sauvignon Blanc,Stephen & Walker
US,"A powerful, compelling young Pinot Noir notable for its depth of flavor and classic structure. Floods the palate with waves of raspberries, cherries, cola, sweet pomegranates, persimmons and spices that last long and clean on the finish. For all that, the wine is thoroughly dry, with firm, fine tannins. Try to age it until at least 2011, if you can.",Dutton-Thomas Road Vineyard,94,52,California,Green Valley,Sonoma,Pinot Noir,Dutton Estate
US,"A little sharp in acidity and jammy, with cherry, wintergreen and cola flavors. Nice and dry, with a rich coat of sweet smoky oak, but that sharpness persists through the finish.",,87,40,California,Green Valley,Sonoma,Pinot Noir,Orogeny
US,"Easy to like now for its rich, exuberant flavors of raspberries, cherries, cola, pomegranates, persimmons and oak that are so delectable through the spicy finish. Dry and silky, it's a Pinot Noir made for pairing with a smoky, grilled steak. Best now and for 3–5 years.",Manzana Vineyard,91,50,California,Green Valley,Sonoma,Pinot Noir,Dutton Estate
US,"This is a very rich Chardonnay. It has complex, lush flavors of pineapples, lemons, limes, oranges and the smoky vanilla notes from 100% new oak. High acidity fortunately provides crisp balance. Almost too much of a good thing, it calls for equally rich fare, such as lobster or Ahi tuna tartare.",Native Yeast,92,46,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"Lots of crisp, citrusy acidity in this wine, which brightens the pineapple, orange, lemon and lime flavors. Meanwhile, 100% new oak adds a rich coating of smoky, buttered toast. The wine is dramatic, rather than subtle, and is at its best now.",Rued Clone,91,46,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"There's no oak on this Chardonnay, but it's so rich, you don't even notice. It's all pure, ripe pineapple, orange and lime fruit, accompanied by tart, clean Green Valley acidity. Tremendously versatile with food.",UnOaked,90,26,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"A very good Chardonnay, fancy and elegant, although it's a little sharp in the mouth, and lacks a certain hedonistic appeal, especially at this price. Shows dry, oak-inspired flavors of pineapples, green apples and pears, with a firm minerality.",Corral Vineyard,90,46,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"Very forward in fruit, offering a powerful wave of pineapples, oranges, lemons, limes and peaches. Fortunately, all this richness is dry, and brightened with crisp, tart acidity. Suggests a rich lobster or shrimp risotto.",Estate,90,27,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"Right up there with the wonderful '05, Iron Horse's '06 shows the brisk acids and long hangtime flavors the wine is known for. The cherry, currant, licorice, root beer and Provençal herb flavors are rich and savory, leading to a complex finish.",Estate,92,40,California,Green Valley,Sonoma,Pinot Noir,Iron Horse
US,"Iron Horse's estate Chard is a remarkably consistent wine. Never overoaked, superripe or heavy, it always has an elegant minerality. The '06, from a coolish vintage, is flavored with green apples, Meyer lemons and Bosc pears.",Estate,91,28,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"This multivintage bottling is extraordinarily rich in orange fruit. You'll find complex layers of smoky butter, yeasty brioche, vanilla and toasted oak. What's so remarkable, though, is the mouthfeel: While it's brisk in acidity, it feels as soft and gentle as satin. It's so beautiful now that you'll find it difficult to keep from drinking the entire magnum immediately.",Joy!,97,189,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
US,"Marked by its soft, mousse-like refinement, this sparkling wine is sheer silk and satin in the mouth. On the palate, the raspberry, lime and vanilla flavors are subtle, while leesy doughiness and oakiness bring a touch of smoke. This is a beautiful wine for a celebratory toast, or to enjoy with lobster, crab or scallops. It would also perfect a weekend brunch alongside plain old scrambled eggs and buttered toast.",Chinese Cuvée,96,98,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
US,"This distinctive Pinot Noir's source is a tiny vineyard in cool Green Valley; the winegrower is James MacPhail, whose own MacPhail Pinot Noirs are so good. The wine itself is totally dry and silky and firm in acidity, yet soft in fine tannins. You might call it noble. It's eruptive in cherries, sweet smoky bacon, raspberry granola and oaky sandalwood. Gorgeous, seductive and brilliant, a truly great Pinot Noir that's impeccable now.",Sundawg Ridge Vineyard,97,50,California,Green Valley,Sonoma,Pinot Noir,Sequana
US,"A bit tough and gritty now, with a chewy texture, like bacon or beef jerky. That's in addition to the cherry, cola, anise and sandalwood flavors. Give this wine a good decant before serving.",Reserve Bottling,89,52,California,Green Valley,Sonoma,Pinot Noir,Hawley
US,"Green Valley is the coolest part of Russian River Valley and the wine shows the wind and fog in its crisp acidity and minty quality. But there's a wealth of roasted cherries, along with rich smoky cedar, and the mouthfeel is silky and refined. Should develop over the next six years.",Dutton Ranch,92,40,California,Green Valley,Sonoma,Pinot Noir,Sequana
US,"A beautiful sparkling wine that shows the Iron Horse signature of balanced elegance. The lime, raspberry, vanilla and brioche flavors are rich and intricate, but particularly lovely is the texture, which is soft and silky.",Ocean Reserve,92,40,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
US,"One of the winery's sweeter sparkling wines, this one's mostly Pinot Noir, which accounts for the full-bodied flavors of raspberries. One-quarter Chardonnay brings refreshing lime acidity. Beautiful for drinking now with sweetly buttered shellfish dishes or, if you're in a splurgy mood, toast points with caviar.",Russian Cuvée,92,38,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
US,"The cool vintage in the Russian River Valley has resulted in a very dry, acidic young wine, one so transparent in texture, you can practically taste the minerals of the soil. It defines a more delicate style, yet its persimmon flavor is very powerful. Fully drinkable now, after decanting, it will last in the cellar for 4–5 years.",Fox Den Vineyard,91,58,California,Green Valley,Sonoma,Pinot Noir,Dutton-Goldfield
US,"This wine is a little scoury in the mouthfeel, with big bubbles that give it some roughness, but otherwise it is a fine brut. Among the driest of the winery's new releases, it shows citrus, tropical fruit and yeast flavors, with firm acid.",Brut X,90,50,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
US,"Not showing all that well now, with cola, currant, plum and oak flavors that are a little jammy and direct, and marked by dry tannins. It's a good, well-structured wine, though, and could just be going through an awkward phase.",Estate,87,50,California,Green Valley,Sonoma,Pinot Noir,Iron Horse
US,"Offers a tremendous burst of ripe green apples, bosc pears and Meyer lemons, brightened with the crisp acidity of cool Green Valley. Also, tinges of vanilla and cream, despite being unoaked.",UnOaked,89,26,California,Green Valley,Sonoma,Chardonnay,Iron Horse
US,"Although the vineyard is source to some very great bottlings by others, this one has a sharpness throughout that detracts. The green mint taste suggests unripe tannins to the red cherries and pomegranates. Unlikely to age, so drink now.",,86,42,California,Green Valley,Sonoma,Pinot Noir,Keefer Ranch
US,"Even at five years old, this remains a young, vigorous but rather heavy sparkling wine. Made mainly from Pinot Noir, with the remainder Chardonnay, it has a dark salmon color and is strong in acidity, with raspberry, vanilla and dough flavors. The different parts are not in harmony quite yet. Give it 3–5 years.",Brut Rosé,89,50,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
